CASE_ID,age,income,household_,attitude,subnorms,pbc
000059719,25to44,75to100k,1.0,0.5,0.0,-0.8333333333333334
000048584,65plus,75to100k,0.0,0.0625,0.75,0.0
000058255,45to54,75to100k,1.0,0.1875,0.25,0.0
000010275,25to44,150kplus,0.0,0.125,0.0,0.0
000060090,65plus,less75k,0.0,0.4375,0.5,0.0
000051038,25to44,less75k,0.0,0.5,0.75,-0.3333333333333333
000001798,45to54,100to150k,1.0,-0.125,0.25,-0.5
000034937,55to64,less75k,0.0,0.375,0.25,-0.5
000007516,55to64,less75k,0.0,0.125,0.0,0.0
000059685,65plus,less75k,0.0,0.375,0.25,-0.3333333333333333
000068763,25to44,150kplus,1.0,0.4375,0.0,0.0
000073804,65plus,less75k,1.0,0.0625,0.25,-0.6666666666666666
000001729,55to64,less75k,1.0,0.4375,0.5,0.1666666666666666
000056223,25to44,less75k,1.0,0.3125,0.0,0.0
000051137,55to64,less75k,0.0,0.3125,0.25,0.0
000078261,55to64,less75k,1.0,0.3125,0.75,-0.6666666666666666
000009770,55to64,75to100k,0.0,0.5,0.75,-0.3333333333333333
000007565,45to54,150kplus,1.0,0.4375,0.75,-0.8333333333333334
000035066,55to64,less75k,0.0,-0.0625,0.75,-0.1666666666666666
000037910,55to64,75to100k,1.0,0.5625,0.25,-0.5
000053733,55to64,75to100k,0.0,0.4375,0.75,-0.3333333333333333
000055288,55to64,150kplus,1.0,0.375,0.25,-0.1666666666666666
000051510,55to64,less75k,0.0,0.8125,0.0,-0.5
000051874,25to44,less75k,1.0,0.0625,0.25,-0.6666666666666666
000053252,45to54,75to100k,0.0,0.8125,1.0,-0.3333333333333333
000007543,25to44,75to100k,1.0,0.4375,1.0,-0.3333333333333333
000069904,25to44,100to150k,0.0,0.125,0.5,-0.1666666666666666
000009811,55to64,less75k,1.0,0.25,0.0,-0.3333333333333333
000060302,25to44,less75k,1.0,0.6875,0.0,0.0
000060318,25to44,75to100k,1.0,-0.4375,0.75,-0.3333333333333333
000035168,55to64,less75k,1.0,0.0,0.5,-0.3333333333333333
000059562,25to44,150kplus,0.0,0.5,0.75,0.0
000039593,25to44,100to150k,0.0,0.5625,0.75,-0.3333333333333333
000049993,65plus,100to150k,1.0,0.5,0.5,-0.5
000048500,45to54,100to150k,0.0,0.5,1.0,-0.1666666666666666
000064680,65plus,150kplus,0.0,0.4375,0.0,-0.3333333333333333
000056234,55to64,100to150k,1.0,0.1875,0.0,-0.3333333333333333
000065572,45to54,less75k,1.0,0.25,0.25,0.1666666666666666
000073540,65plus,150kplus,0.0,0.0,0.5,-0.1666666666666666
000073547,25to44,100to150k,1.0,0.375,1.0,0.0
000060129,25to44,less75k,0.0,-0.375,0.0,-0.8333333333333334
000039739,55to64,100to150k,0.0,0.3125,0.0,0.5
000049285,55to64,100to150k,0.0,0.1875,0.0,-0.1666666666666666
000054010,65plus,less75k,1.0,0.8125,-0.5,-1.0
000049211,45to54,less75k,0.0,0.6875,0.0,-0.6666666666666666
000061284,55to64,100to150k,1.0,0.1875,0.75,-0.6666666666666666
000007546,25to44,100to150k,1.0,0.25,0.0,-0.1666666666666666
000065553,55to64,less75k,1.0,0.25,0.25,-0.3333333333333333
000015214,55to64,75to100k,1.0,0.0,0.0,0.0
000034910,25to44,75to100k,0.0,0.4375,0.5,0.0
000051265,65plus,150kplus,0.0,-0.375,0.25,0.0
000076263,45to54,150kplus,1.0,0.625,0.25,0.0
000039895,55to64,less75k,1.0,0.625,0.25,-0.6666666666666666
000062343,45to54,100to150k,0.0,-0.0625,0.75,-0.5
000048391,65plus,100to150k,0.0,-0.875,0.75,-0.6666666666666666
000061124,45to54,100to150k,1.0,0.375,0.5,-0.3333333333333333
000056167,45to54,100to150k,1.0,0.5,0.0,-0.5
000035264,55to64,150kplus,1.0,0.6875,0.25,-0.1666666666666666
000023982,65plus,less75k,1.0,0.3125,0.25,-0.8333333333333334
000015159,65plus,75to100k,1.0,0.9375,1.0,0.0
000050818,45to54,less75k,1.0,0.625,0.0,-0.5
000068272,25to44,75to100k,0.0,1.0,0.5,-0.5
000064489,25to44,100to150k,0.0,0.625,1.0,-1.0
000060317,25to44,75to100k,1.0,-0.5,1.0,-0.5
000064450,65plus,150kplus,0.0,0.125,0.75,0.0
000050839,65plus,less75k,1.0,0.8125,0.25,-0.1666666666666666
000054027,25to44,100to150k,1.0,-0.0625,-0.5,-0.1666666666666666
000078333,25to44,150kplus,1.0,0.5625,0.0,-0.1666666666666666
000049809,65plus,150kplus,0.0,0.4375,0.75,0.1666666666666666
000024231,65plus,less75k,0.0,-1.0,0.5,0.0
000054034,45to54,75to100k,1.0,0.125,0.0,0.0
000039553,65plus,150kplus,0.0,0.125,0.0,0.0
000038963,65plus,150kplus,0.0,0.375,0.5,0.5
000038956,65plus,150kplus,0.0,0.6875,0.0,0.0
000060134,25to44,less75k,0.0,0.5,0.5,0.0
000035092,65plus,less75k,0.0,-0.125,0.25,0.0
000044369,55to64,less75k,0.0,0.3125,0.0,-0.3333333333333333
000068220,55to64,150kplus,0.0,0.0,0.0,-0.3333333333333333
000066397,55to64,75to100k,1.0,0.0625,0.0,-0.1666666666666666
000065534,45to54,less75k,1.0,0.5,0.5,0.0
000001293,25to44,less75k,0.0,0.375,0.75,0.0
000078133,55to64,75to100k,0.0,0.375,0.5,-1.0
000060101,65plus,75to100k,0.0,0.8125,-1.0,-0.3333333333333333
000060117,25to44,less75k,0.0,0.0,0.25,0.0
000010747,25to44,75to100k,1.0,0.0,0.5,-0.3333333333333333
000038984,45to54,less75k,1.0,0.4375,0.0,-0.3333333333333333
000024867,45to54,less75k,1.0,0.4375,0.5,-0.6666666666666666
000053967,45to54,100to150k,1.0,0.1875,0.75,-0.1666666666666666
000009780,65plus,100to150k,0.0,0.25,0.5,-0.1666666666666666
000016446,65plus,75to100k,1.0,0.25,0.5,-0.1666666666666666
000055964,25to44,less75k,1.0,0.9375,0.5,-0.1666666666666666
000055963,25to44,less75k,1.0,-0.375,0.0,0.0
000044033,55to64,150kplus,1.0,0.5,1.0,-0.1666666666666666
000025321,55to64,75to100k,0.0,0.4375,0.0,-0.1666666666666666
000065307,25to44,less75k,1.0,-0.125,0.75,-0.3333333333333333
000048896,45to54,less75k,1.0,0.375,0.5,-0.1666666666666666
000066318,25to44,75to100k,1.0,-0.0625,0.5,0.5
000007511,45to54,100to150k,0.0,0.3125,0.5,0.0
000016401,25to44,less75k,1.0,0.4375,0.0,-0.1666666666666666
000053285,65plus,100to150k,0.0,-0.0625,0.75,0.0
000052126,65plus,less75k,0.0,0.25,0.5,-0.8333333333333334
000038707,55to64,less75k,0.0,0.1875,0.0,-0.3333333333333333
000066317,25to44,less75k,1.0,0.1875,0.0,-1.0
000069906,25to44,100to150k,0.0,0.0,0.5,-0.5
000080247,25to44,75to100k,1.0,0.25,0.5,-1.0
000066279,55to64,less75k,1.0,0.3125,0.5,0.0
000050867,25to44,75to100k,0.0,0.3125,1.0,0.0
000021072,45to54,less75k,0.0,0.4375,0.0,0.0
000043913,65plus,less75k,1.0,0.625,0.25,-0.5
000043465,25to44,100to150k,0.0,0.4375,0.75,-0.6666666666666666
000016476,65plus,100to150k,1.0,0.3125,0.5,-0.5
000053529,45to54,150kplus,0.0,0.6875,0.5,-0.3333333333333333
000080210,45to54,less75k,0.0,0.125,0.75,0.0
000055930,65plus,less75k,0.0,-1.0,0.5,0.0
000053535,55to64,less75k,0.0,0.1875,0.0,-0.3333333333333333
000039842,65plus,150kplus,0.0,-0.375,0.75,-0.3333333333333333
000055928,65plus,less75k,0.0,0.125,0.25,-0.1666666666666666
000053532,55to64,less75k,0.0,0.25,0.25,-0.5
000039787,65plus,less75k,0.0,-0.125,0.0,-0.3333333333333333
000039793,65plus,less75k,0.0,0.5625,0.0,-0.3333333333333333
000060532,25to44,less75k,0.0,-0.125,0.25,-0.1666666666666666
000058822,55to64,less75k,0.0,0.5625,1.0,-0.5
000006195,45to54,150kplus,0.0,0.75,0.5,0.0
000001162,45to54,less75k,0.0,0.3125,0.25,-0.3333333333333333
000016405,25to44,100to150k,1.0,0.9375,1.0,-0.6666666666666666
000080149,25to44,less75k,0.0,0.9375,0.5,-0.5
000062261,65plus,less75k,0.0,0.125,0.0,-0.8333333333333334
000039956,25to44,150kplus,1.0,0.5625,0.5,0.0
000006414,45to54,less75k,1.0,0.5,0.5,-0.6666666666666666
000024814,55to64,less75k,0.0,0.4375,1.0,-0.3333333333333333
000015357,25to44,less75k,0.0,0.625,0.0,-0.1666666666666666
000024701,45to54,75to100k,0.0,0.1875,0.25,-0.3333333333333333
000052046,45to54,100to150k,0.0,0.8125,0.5,-0.3333333333333333
000069977,25to44,less75k,1.0,0.5,0.25,0.0
000030460,45to54,100to150k,0.0,0.1875,0.5,0.0
000048503,45to54,150kplus,0.0,-0.8125,1.0,-0.3333333333333333
000069900,25to44,less75k,0.0,-0.0625,0.25,-0.3333333333333333
000080238,25to44,less75k,1.0,-0.125,0.5,-0.5
000062328,25to44,150kplus,0.0,0.5,0.0,-0.3333333333333333
000052263,45to54,100to150k,1.0,0.25,0.0,0.0
000065286,45to54,less75k,0.0,0.625,0.0,0.0
000062374,65plus,less75k,0.0,0.125,0.5,-0.1666666666666666
000080253,25to44,100to150k,1.0,0.4375,0.75,-0.1666666666666666
000062351,55to64,less75k,0.0,0.4375,0.5,-0.3333333333333333
000048651,45to54,75to100k,1.0,0.6875,1.0,0.1666666666666666
000001566,45to54,100to150k,1.0,0.1875,0.5,-0.5
000039937,65plus,150kplus,1.0,0.1875,0.75,0.1666666666666666
000078201,45to54,less75k,1.0,0.5,0.0,0.0
000021188,25to44,less75k,0.0,0.8125,0.0,0.0
000010532,65plus,75to100k,0.0,-0.125,0.0,0.0
000062310,25to44,75to100k,0.0,0.9375,0.75,-0.6666666666666666
000050916,55to64,less75k,0.0,0.4375,0.5,-0.6666666666666666
000017123,65plus,100to150k,0.0,0.25,0.0,-0.1666666666666666
000078228,45to54,100to150k,1.0,0.1875,0.5,-0.6666666666666666
000047512,65plus,100to150k,0.0,-0.375,0.75,-0.1666666666666666
000014294,65plus,less75k,0.0,0.5,0.5,-0.1666666666666666
000068464,65plus,100to150k,0.0,0.5,0.0,-0.1666666666666666
000001420,55to64,75to100k,0.0,0.5,0.5,-0.3333333333333333
000055981,25to44,100to150k,1.0,0.0625,0.5,0.1666666666666666
000057808,65plus,75to100k,0.0,0.5625,0.5,-0.3333333333333333
000068656,25to44,75to100k,1.0,0.0,0.5,-0.3333333333333333
000042559,45to54,150kplus,1.0,-0.1875,-0.5,0.0
000001444,65plus,less75k,0.0,0.5625,0.0,0.0
000050981,65plus,less75k,0.0,0.0,0.0,-0.1666666666666666
000042486,25to44,100to150k,1.0,0.875,0.25,0.0
000039280,25to44,100to150k,0.0,0.375,0.0,-0.8333333333333334
000042547,45to54,less75k,1.0,0.125,1.0,-0.3333333333333333
000059500,25to44,less75k,0.0,0.5,0.5,-0.3333333333333333
000058416,45to54,100to150k,1.0,0.375,0.75,0.0
000074847,65plus,less75k,0.0,0.0,0.5,-0.3333333333333333
000008767,65plus,150kplus,1.0,0.375,0.75,0.0
000056020,45to54,75to100k,1.0,0.3125,1.0,-0.1666666666666666
000052187,45to54,75to100k,1.0,0.5,0.5,0.6666666666666666
000044179,65plus,100to150k,0.0,-0.375,0.0,0.5
000025518,45to54,75to100k,1.0,0.25,0.5,0.6666666666666666
000069922,55to64,150kplus,0.0,0.5,0.5,-0.5
000025627,65plus,less75k,1.0,0.625,0.5,-0.1666666666666666
000059502,25to44,less75k,0.0,0.625,0.0,-0.3333333333333333
000024780,45to54,less75k,0.0,0.3125,0.25,0.0
000039121,65plus,less75k,1.0,0.625,0.25,-0.6666666666666666
000059457,25to44,75to100k,0.0,0.5625,0.5,-0.6666666666666666
000068642,65plus,150kplus,1.0,0.1875,0.75,0.0
000068628,65plus,100to150k,1.0,0.125,0.5,-0.5
000052167,65plus,150kplus,0.0,-0.5625,0.25,-0.5
000056016,45to54,less75k,1.0,0.25,0.75,-0.1666666666666666
000080300,65plus,150kplus,1.0,0.1875,0.5,0.1666666666666666
000040084,55to64,100to150k,1.0,0.25,0.5,-0.3333333333333333
000060977,55to64,75to100k,0.0,0.375,-0.25,-0.1666666666666666
000078176,25to44,100to150k,1.0,-0.0625,0.0,-0.5
000013519,45to54,100to150k,0.0,-0.4375,0.0,-0.1666666666666666
000036206,55to64,less75k,0.0,0.4375,0.5,-0.5
000057735,55to64,less75k,0.0,0.25,0.75,0.0
000013375,65plus,100to150k,0.0,0.0,0.5,-0.3333333333333333
000053545,55to64,100to150k,0.0,-0.375,0.5,-0.5
000059116,25to44,less75k,1.0,0.0625,0.0,-0.1666666666666666
000068371,45to54,150kplus,0.0,0.375,1.0,0.1666666666666666
000059117,25to44,less75k,1.0,0.0625,0.5,0.3333333333333333
000039823,65plus,100to150k,0.0,0.25,-0.25,-0.3333333333333333
000008539,45to54,75to100k,0.0,0.5,-0.5,0.0
000010359,25to44,less75k,0.0,0.5,0.75,0.5
000031764,45to54,less75k,0.0,0.625,0.0,-0.1666666666666666
000010324,65plus,less75k,0.0,0.0625,0.75,0.3333333333333333
000011106,25to44,less75k,0.0,0.9375,0.25,-0.5
000059348,65plus,less75k,1.0,0.0625,0.5,-0.5
000053611,25to44,150kplus,0.0,0.5,0.75,0.0
000025250,25to44,less75k,0.0,0.25,0.5,0.0
000078418,45to54,150kplus,1.0,0.125,0.25,-0.6666666666666666
000074884,25to44,less75k,0.0,0.5625,0.0,-0.8333333333333334
000059335,55to64,150kplus,1.0,0.5,1.0,0.1666666666666666
000053629,45to54,less75k,0.0,0.25,-0.25,-0.8333333333333334
000067229,65plus,75to100k,0.0,0.1875,0.0,0.0
000078334,25to44,150kplus,1.0,0.1875,0.25,-0.1666666666666666
000013608,55to64,150kplus,0.0,0.0625,0.25,-0.1666666666666666
000010781,65plus,less75k,1.0,0.375,0.25,-0.5
000053620,45to54,less75k,0.0,0.0,0.75,0.0
000025476,25to44,less75k,1.0,0.1875,0.75,0.0
000054210,55to64,75to100k,0.0,0.625,0.5,-0.5
000065474,45to54,less75k,0.0,0.0625,0.5,0.0
000058143,65plus,less75k,0.0,0.0,0.0,-0.3333333333333333
000067172,55to64,150kplus,0.0,0.25,0.25,-0.3333333333333333
000019036,25to44,less75k,0.0,0.0,0.5,-0.1666666666666666
000075050,65plus,less75k,0.0,0.3125,0.0,-0.6666666666666666
000012398,55to64,less75k,0.0,-0.0625,0.5,0.0
000014898,25to44,150kplus,0.0,-0.375,0.75,0.0
000067382,55to64,100to150k,1.0,1.0,0.25,0.0
000067289,45to54,100to150k,1.0,0.875,0.0,-0.3333333333333333
000025766,45to54,less75k,0.0,0.125,0.0,-0.1666666666666666
000013768,45to54,less75k,1.0,0.625,0.0,0.0
000019841,65plus,less75k,1.0,0.625,0.25,-0.5
000013670,65plus,less75k,0.0,0.5625,0.25,-0.3333333333333333
000011654,25to44,less75k,1.0,0.5625,0.75,-0.3333333333333333
000054234,55to64,150kplus,0.0,0.3125,0.0,-0.1666666666666666
000074932,45to54,75to100k,0.0,0.125,0.5,-0.3333333333333333
000019598,65plus,less75k,0.0,0.0625,0.5,-0.5
000018972,45to54,75to100k,0.0,-0.125,0.5,0.0
000019662,25to44,less75k,1.0,0.6875,1.0,-0.8333333333333334
000065493,45to54,100to150k,0.0,0.6875,0.0,0.0
000013055,25to44,less75k,1.0,0.4375,0.75,-0.6666666666666666
000025794,45to54,100to150k,0.0,0.4375,0.5,-0.1666666666666666
000067977,45to54,150kplus,1.0,-0.3125,0.5,-0.8333333333333334
000025827,65plus,less75k,0.0,0.0,0.5,-0.3333333333333333
000054166,45to54,less75k,0.0,0.0625,0.5,-0.6666666666666666
000033091,65plus,100to150k,1.0,0.125,0.5,-0.1666666666666666
000039890,45to54,150kplus,1.0,0.0625,0.0,-0.6666666666666666
000075677,45to54,75to100k,0.0,-0.125,0.5,0.0
000054524,45to54,less75k,0.0,0.625,0.75,-0.3333333333333333
000013384,65plus,100to150k,0.0,-0.375,-0.25,0.0
000067856,25to44,75to100k,1.0,0.625,0.0,-0.1666666666666666
000052798,65plus,100to150k,1.0,0.3125,0.5,-0.5
000067860,25to44,150kplus,1.0,0.0625,0.5,-0.1666666666666666
000067917,65plus,75to100k,1.0,0.875,1.0,-0.5
000013122,25to44,75to100k,1.0,0.5,0.0,-0.5
000067388,55to64,150kplus,1.0,0.75,-0.25,0.1666666666666666
000057780,65plus,less75k,0.0,-0.1875,0.5,-0.1666666666666666
000075081,65plus,less75k,0.0,0.3125,0.75,-0.3333333333333333
000012496,65plus,less75k,1.0,0.3125,0.25,-0.1666666666666666
000067337,65plus,75to100k,1.0,0.25,-0.5,-0.6666666666666666
000074845,65plus,less75k,0.0,-0.5,0.75,-0.3333333333333333
000054181,45to54,100to150k,0.0,0.125,0.25,0.0
000045116,25to44,less75k,1.0,0.8125,0.5,0.0
000074863,65plus,less75k,0.0,0.0625,0.0,-0.1666666666666666
000053803,65plus,100to150k,0.0,0.375,0.5,-0.1666666666666666
000055240,25to44,150kplus,1.0,0.4375,0.25,-0.1666666666666666
000040013,65plus,less75k,1.0,0.0,0.0,-0.5
000036683,55to64,less75k,0.0,0.4375,0.5,-0.5
000040030,65plus,150kplus,1.0,0.1875,0.75,0.1666666666666666
000054169,45to54,75to100k,0.0,0.8125,0.75,-0.5
000057819,65plus,100to150k,0.0,-0.0625,0.25,-0.1666666666666666
000065719,55to64,less75k,0.0,0.4375,0.25,-0.1666666666666666
000065667,65plus,100to150k,0.0,0.375,0.5,-0.1666666666666666
000028361,65plus,100to150k,1.0,0.3125,0.5,-0.5
000015202,45to54,150kplus,1.0,0.5,0.0,0.0
000015207,45to54,150kplus,1.0,0.0625,-0.25,1.0
000038405,55to64,less75k,0.0,-0.5,0.75,0.0
000067770,65plus,less75k,0.0,0.0625,0.75,-0.3333333333333333
000048758,45to54,less75k,1.0,0.375,0.75,-0.5
000058051,55to64,less75k,0.0,0.3125,1.0,-0.3333333333333333
000055351,65plus,150kplus,0.0,0.4375,0.0,0.3333333333333333
000017622,45to54,less75k,0.0,0.0,1.0,-0.8333333333333334
000065676,25to44,less75k,0.0,0.9375,0.0,-1.0
000055318,45to54,100to150k,0.0,0.0625,0.75,0.0
000041038,45to54,100to150k,1.0,0.4375,0.5,-0.3333333333333333
000013874,55to64,less75k,1.0,0.8125,-0.25,-0.3333333333333333
000016302,25to44,100to150k,0.0,0.5625,-0.25,-0.3333333333333333
000027963,45to54,150kplus,0.0,0.75,0.0,-0.1666666666666666
000013847,45to54,less75k,1.0,0.0625,0.0,-0.8333333333333334
000048537,55to64,100to150k,0.0,0.5,0.5,0.0
000038321,25to44,less75k,0.0,0.0,0.75,-0.8333333333333334
000007016,55to64,less75k,0.0,0.6875,0.25,-0.3333333333333333
000078282,65plus,less75k,1.0,0.625,0.25,-0.8333333333333334
000034039,65plus,100to150k,1.0,0.125,0.5,0.5
000017563,65plus,100to150k,0.0,-0.375,0.0,0.1666666666666666
000075973,45to54,less75k,0.0,0.0625,0.25,0.0
000060653,65plus,150kplus,1.0,0.1875,0.75,0.1666666666666666
000076317,65plus,100to150k,1.0,0.3125,0.25,-0.1666666666666666
000013666,65plus,less75k,0.0,0.5625,-0.25,-0.5
000034020,25to44,150kplus,1.0,0.9375,0.75,-0.5
000036920,25to44,150kplus,0.0,0.5,0.25,0.0
000013703,65plus,75to100k,0.0,0.125,0.0,-0.5
000073747,65plus,less75k,0.0,0.125,0.0,-0.3333333333333333
000060635,55to64,less75k,1.0,0.3125,0.5,-0.3333333333333333
000016485,25to44,less75k,1.0,0.4375,0.0,0.0
000013683,65plus,75to100k,0.0,0.125,0.0,-0.1666666666666666
000054344,55to64,less75k,1.0,0.375,0.5,-0.3333333333333333
000037009,25to44,75to100k,0.0,0.8125,0.5,0.0
000067878,45to54,150kplus,1.0,0.0625,0.0,0.0
000067883,45to54,150kplus,1.0,-0.25,0.5,-0.3333333333333333
000067360,25to44,150kplus,1.0,0.3125,0.5,0.0
000067990,55to64,less75k,1.0,0.25,-0.25,-0.6666666666666666
000067924,65plus,100to150k,1.0,0.5,0.5,0.5
000013656,65plus,less75k,0.0,0.0,0.25,-0.1666666666666666
000038237,25to44,100to150k,1.0,1.0,0.75,-0.3333333333333333
000033819,25to44,less75k,0.0,0.1875,0.25,-0.8333333333333334
000013647,65plus,less75k,0.0,0.1875,0.0,-0.6666666666666666
000054333,45to54,100to150k,1.0,0.25,0.5,-0.1666666666666666
000040589,55to64,150kplus,0.0,0.4375,0.5,-0.1666666666666666
000039350,45to54,75to100k,0.0,0.1875,0.25,0.0
000075468,45to54,less75k,0.0,0.3125,0.5,0.0
000008064,25to44,150kplus,1.0,0.3125,0.5,0.0
000014948,65plus,150kplus,0.0,0.3125,0.75,0.0
000038164,25to44,less75k,1.0,1.0,0.5,-0.3333333333333333
000034074,65plus,100to150k,1.0,0.5,0.5,-0.5
000041419,45to54,150kplus,1.0,0.5,0.25,-0.1666666666666666
000058202,25to44,less75k,1.0,0.6875,0.75,-0.6666666666666666
000038210,55to64,150kplus,1.0,-0.625,0.25,-0.1666666666666666
000070575,45to54,less75k,0.0,0.4375,0.0,-0.5
000008041,65plus,less75k,0.0,0.0,0.25,0.0
000039598,25to44,100to150k,0.0,0.5,-0.25,0.0
000019800,65plus,100to150k,0.0,0.0,0.5,0.3333333333333333
000019810,25to44,less75k,1.0,0.5,0.5,-0.1666666666666666
000012415,25to44,less75k,0.0,0.0,0.25,-0.5
000065887,45to54,75to100k,1.0,1.0,0.0,0.0
000033920,65plus,100to150k,0.0,0.0625,0.25,-0.1666666666666666
000015081,65plus,150kplus,0.0,0.125,0.25,0.0
000012429,65plus,less75k,0.0,0.5625,0.0,-0.6666666666666666
000002063,45to54,less75k,1.0,0.125,1.0,-0.3333333333333333
000012605,55to64,less75k,1.0,-0.1875,0.25,-0.3333333333333333
000038294,65plus,150kplus,1.0,0.1875,0.5,0.0
000012553,55to64,75to100k,0.0,0.125,0.5,-0.6666666666666666
000058408,45to54,75to100k,1.0,0.0,0.5,0.0
000022436,65plus,75to100k,1.0,0.9375,1.0,-0.6666666666666666
000054280,65plus,150kplus,0.0,-0.5625,0.25,-0.3333333333333333
000068006,55to64,150kplus,1.0,-0.0625,-0.25,-0.3333333333333333
000012490,55to64,less75k,1.0,0.0,0.5,-0.1666666666666666
000040992,65plus,less75k,1.0,0.3125,0.5,-0.1666666666666666
000014664,45to54,100to150k,0.0,-0.0625,1.0,-0.1666666666666666
000022442,65plus,100to150k,1.0,0.5,0.5,0.5
000064757,45to54,150kplus,1.0,1.0,0.5,0.0
000043123,25to44,75to100k,1.0,0.5,1.0,-1.0
000075419,25to44,less75k,0.0,0.25,-0.25,-1.0
000054520,45to54,less75k,0.0,0.125,0.0,-0.1666666666666666
000061128,45to54,150kplus,1.0,0.375,0.75,0.0
000005687,55to64,less75k,0.0,0.5625,0.5,-0.3333333333333333
000061329,25_below,100to150k,1.0,0.0,0.0,0.0
000040001,55to64,100to150k,1.0,0.25,0.75,0.1666666666666666
000062714,45to54,75to100k,0.0,0.3125,0.75,-0.6666666666666666
000033995,65plus,100to150k,1.0,0.3125,0.5,0.5
000054522,45to54,less75k,0.0,0.3125,0.5,0.0
000012654,45to54,75to100k,0.0,0.1875,0.25,-0.5
000067086,45to54,less75k,1.0,0.375,0.75,-0.5
000053672,45to54,100to150k,0.0,-0.4375,0.5,0.1666666666666666
000057955,45to54,less75k,0.0,0.1875,0.5,0.0
000012805,45to54,less75k,0.0,0.375,0.25,-0.5
000066901,25to44,less75k,1.0,0.4375,0.0,-0.3333333333333333
000039978,45to54,100to150k,1.0,0.375,0.25,0.0
000013157,65plus,less75k,1.0,0.625,0.25,-0.1666666666666666
000029740,65plus,less75k,0.0,0.1875,0.0,-0.5
000036439,55to64,100to150k,0.0,0.75,0.5,0.3333333333333333
000061107,25to44,75to100k,1.0,0.25,1.0,0.0
000036581,55to64,150kplus,1.0,0.125,1.0,-0.5
000018013,55to64,less75k,0.0,-0.125,0.0,-0.5
000066907,25to44,75to100k,1.0,-0.3125,0.25,-0.6666666666666666
000060726,55to64,less75k,0.0,0.5,0.25,0.3333333333333333
000036524,55to64,less75k,1.0,0.0,0.5,0.0
000016768,55to64,less75k,0.0,0.25,0.5,0.1666666666666666
000066465,45to54,150kplus,0.0,0.5625,0.0,0.0
000043180,55to64,100to150k,1.0,0.6875,0.0,0.0
000041131,55to64,100to150k,0.0,0.75,0.25,-0.5
000047514,65plus,150kplus,0.0,0.125,0.25,-0.3333333333333333
000063064,65plus,less75k,1.0,0.0,0.5,-0.5
000036339,65plus,100to150k,0.0,0.25,-0.5,-0.5
000016379,65plus,less75k,0.0,0.0625,0.25,-0.5
000055541,55to64,100to150k,1.0,0.5,0.5,0.1666666666666666
000047520,45to54,less75k,1.0,0.5,0.0,-0.6666666666666666
000042707,25to44,100to150k,0.0,-0.9375,0.25,-0.3333333333333333
000016355,55to64,75to100k,0.0,0.4375,0.0,-0.6666666666666666
000079681,55to64,150kplus,0.0,0.3125,0.0,-0.1666666666666666
000055553,55to64,150kplus,1.0,0.125,-0.25,0.0
000069468,25to44,less75k,0.0,0.0625,0.25,-0.3333333333333333
000029656,45to54,less75k,0.0,0.0625,0.5,-0.5
000047471,25to44,100to150k,0.0,0.375,0.75,-0.3333333333333333
000064945,55to64,less75k,0.0,-0.4375,1.0,0.0
000047460,65plus,less75k,0.0,-0.125,0.25,-0.3333333333333333
000070884,25to44,100to150k,1.0,0.875,0.25,-0.3333333333333333
000039875,45to54,less75k,1.0,0.5,0.25,-0.1666666666666666
000047479,45to54,100to150k,0.0,0.6875,1.0,-0.1666666666666666
000062888,45to54,75to100k,0.0,0.125,1.0,-0.3333333333333333
000072322,65plus,less75k,1.0,0.125,0.0,-0.1666666666666666
000066459,45to54,100to150k,0.0,-0.4375,0.25,0.0
000029649,45to54,less75k,0.0,0.3125,0.5,-0.5
000062784,65plus,100to150k,0.0,0.0625,0.5,0.0
000042688,25to44,less75k,0.0,-0.0625,0.0,-0.3333333333333333
000047410,45to54,150kplus,0.0,0.0625,0.5,-0.3333333333333333
000026624,55to64,less75k,0.0,0.5,0.5,-0.3333333333333333
000064941,45to54,150kplus,0.0,0.75,0.75,0.0
000036248,55to64,75to100k,0.0,0.375,-1.0,-0.5
000019502,45to54,less75k,0.0,0.125,0.5,-0.1666666666666666
000079914,65plus,75to100k,0.0,-0.375,1.0,-0.1666666666666666
000012915,25to44,less75k,0.0,-0.0625,0.25,-0.1666666666666666
000019580,45to54,150kplus,0.0,0.375,0.25,-0.1666666666666666
000039898,55to64,less75k,1.0,0.125,-0.25,0.1666666666666666
000069872,25to44,100to150k,1.0,0.1875,0.5,0.0
000019577,45to54,150kplus,0.0,0.9375,0.5,-0.1666666666666666
000025845,65plus,75to100k,0.0,-0.5,0.75,-0.5
000039889,45to54,150kplus,1.0,0.5,-0.5,-0.3333333333333333
000069625,65plus,less75k,0.0,0.4375,0.25,-0.6666666666666666
000039901,55to64,75to100k,1.0,0.0,0.0,0.1666666666666666
000047336,55to64,100to150k,1.0,0.4375,0.0,-0.3333333333333333
000015271,25to44,100to150k,0.0,0.75,0.25,-0.6666666666666666
000013492,45to54,less75k,0.0,0.375,0.75,-0.1666666666666666
000041343,65plus,less75k,0.0,-0.125,0.5,-1.0
000004241,55to64,less75k,0.0,0.5625,0.0,-0.5
000011080,65plus,less75k,1.0,0.125,0.25,-0.6666666666666666
000054417,45to54,less75k,0.0,0.25,0.25,-0.5
000060998,55to64,100to150k,0.0,0.4375,0.25,-0.6666666666666666
000013242,25to44,100to150k,0.0,0.4375,0.25,-0.3333333333333333
